genome	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000018945.part_1_192	14.0	0.9999924898147583	4.274183090791084e-11	9.79818635400304e-20	2.910076402073969e-09	1.1789984787069496e-11	3.9208664093237644e-10	1.5633737360243316e-11	4.089925849690379e-16	1.911825119871095e-18	1.5016229867426288e-17	8.898960403897569e-18	7.307267878786661e-06	1.5705768419138622e-07	2.575574573494138e-13	9.597488082047079e-11	0.9999924898147583
G000318295.part_8_10	6.0	1.0	3.646403665125142e-11	1.2831943352938774e-13	5.974637451444664e-11	2.69003458397421e-10	2.037762747746834e-16	2.0677675134747782e-14	1.0	6.838054011915062e-10	1.2142216240099211e-15	2.276412999074884e-12	2.4549633837302534e-14	6.506051808408131e-10	6.305240414527548e-15	2.1255321721452836e-12	5.3591713289335985e-09
G000018945.part_1_67	14.0	0.9999682903289795	3.779785373581035e-09	1.2548095955412442e-19	1.025758804949089e-15	6.261039905999214e-16	4.655097921718587e-13	2.7305856707174044e-16	3.0507569117645884e-17	1.2343864907076735e-17	2.4245301675617642e-14	6.909692443050636e-17	1.4513130963678122e-06	2.0322399905126076e-06	6.434894839202343e-09	2.8204112823004834e-05	0.9999682903289795
G900089075.part_8_55	6.0	0.996912956237793	7.062117557410375e-10	1.3651952561043873e-13	9.699815395336486e-10	1.824578509113106e-11	8.096591841422196e-09	4.213160664789939e-08	0.996912956237793	3.1622109444851e-12	5.965419130893324e-13	1.4227846678593892e-10	6.898208115835303e-10	1.0945603534651127e-08	4.8968992055753446e-11	6.853908174515866e-13	0.0030869287438690662
G000237805.part_1_162	14.0	0.9924634695053101	1.2887262528238352e-06	8.391925803152844e-05	0.001768752932548523	6.654843787146092e-07	0.0005948443431407213	0.003487423062324524	2.706509875157609e-13	4.0686107240617275e-05	4.866738123610048e-08	1.1153085921478123e-07	5.542776762013091e-06	0.0009893345413729548	8.562123099409291e-08	0.0005638074362650514	0.9924634695053101
G000018945.part_1_38	14.0	0.9996696710586548	6.938619147594963e-16	1.3889656856987858e-16	4.780964560623285e-18	2.5309036752770624e-17	5.131636760490055e-13	5.2699888583990207e-17	5.777113667095249e-19	1.80210731473539e-19	2.2743243920098077e-13	9.951541115926396e-19	1.7568183574567797e-09	0.0003291483735665679	1.391301082589308e-13	1.1998475883956417e-06	0.9996696710586548
G000008665.part_1_95	13.0	1.0	5.184780487191566e-18	4.2017254430211627e-19	5.43206985362705e-18	1.9997082467563057e-14	4.6113934780358124e-15	1.6315533993283005e-11	1.5947922566618574e-15	7.257065736917308e-15	1.6925180741463915e-17	8.637914941157267e-17	2.402781619503802e-11	1.7078993774788387e-09	4.9403957654770616e-17	1.0	5.411308337185949e-13
G000017265.part_1_363	7.0	0.9997311234474182	2.2120525979439008e-18	9.013039338305606e-13	1.2641331923098428e-22	8.890407551355987e-26	2.6464272995241345e-09	2.0074928183547516e-14	7.892330961069823e-22	0.9997311234474182	1.7968070580252286e-20	3.0174259535442616e-08	1.360517688092644e-11	0.00026878222706727684	7.911685304062523e-29	1.636864038409569e-12	1.0796370714756184e-13
G900089075.part_7_15	6.0	0.9999713897705078	7.419703046407378e-11	8.284035587222734e-15	2.777504890308629e-15	1.6308529211528366e-06	6.396495777494238e-09	5.062793517751629e-10	0.9999713897705078	3.469021944702e-13	8.699921671961874e-09	1.494884993569201e-09	2.0344213813583423e-10	1.7561820641276427e-05	2.6859204638185474e-08	1.4396039698869045e-12	9.38447192311287e-06
G000237805.part_1_189	11.0	0.950745701789856	5.674282306245004e-07	0.043611783534288406	7.925891765125925e-08	3.698690852615982e-05	2.387498625466833e-07	0.005014081485569477	3.2439281566921246e-14	3.4828491379812476e-07	1.5334270311861964e-12	8.529298795023621e-11	0.00036278748302720487	0.950745701789856	8.215785385345953e-09	3.266266139689833e-05	0.00019479592447169125
G000018945.part_1_126	14.0	0.9999998807907104	2.8284799981276053e-19	3.059886943059581e-22	2.104268565304465e-17	6.753389717991596e-17	9.766594284307502e-17	8.030896389569108e-18	8.58683854844563e-22	1.3658708712387058e-19	6.023385622056808e-17	7.955384297679777e-22	9.121709637627262e-11	4.692103772185874e-08	6.678021652787195e-17	1.677939209798751e-08	0.9999998807907104
G000008665.part_1_40	13.0	0.999825656414032	4.960073150817035e-13	1.6524361309751831e-15	4.78520760342771e-14	1.1782835991624996e-11	3.4235754231559667e-09	2.1911519709760796e-08	2.7576636517389654e-14	1.909462171711951e-12	3.405109082137256e-15	5.261549465481387e-18	1.3299333545546688e-07	0.00017417751951143146	5.891454316585276e-14	0.999825656414032	3.962095540543942e-09
G000017265.part_1_229	7.0	0.9999023675918579	8.044084626383408e-17	1.0030393182702824e-11	2.6847448633616095e-25	2.017499269545999e-22	1.3638056239884122e-09	6.622560139168954e-11	2.9736997618439295e-20	0.9999023675918579	1.5320528438960866e-16	2.093434545713535e-07	1.311667875009137e-11	9.74610957200639e-05	2.398336636084397e-29	3.78709870673408e-15	8.24308747345362e-15
G000018945.part_1_137	13.0	0.859711229801178	7.430863563362422e-11	1.6394180005451318e-18	6.059022505727416e-14	1.041831582686762e-17	1.7770600529293246e-12	7.244335882040931e-13	1.3671435403099069e-18	1.1855190920290415e-16	2.626510891306946e-15	2.6720748267497006e-18	3.879721134580905e-06	0.02472454495728016	1.0688678830916842e-09	0.859711229801178	0.11556033045053482
G000017265.part_1_238	7.0	1.0	6.0003387357924544e-24	9.079293883804132e-17	2.0709417193037564e-32	9.230764051696509e-30	3.1195109599050242e-15	1.8239937605955955e-15	2.9974252289557544e-26	1.0	6.242385518987096e-25	3.4171506770042104e-12	2.3738361536879138e-12	1.0833582001065166e-17	9.874270928601481e-37	3.8452470466565484e-19	2.3332735902680742e-20
G000017265.part_1_276	7.0	0.9999996423721313	8.686939640637085e-20	2.5623519572006955e-15	9.140842119992521e-24	4.803712630991262e-23	8.705760556892983e-10	1.0262002358985e-09	3.876769876164936e-17	0.9999996423721313	4.645343087957357e-16	2.3399964277359686e-07	1.411726771038957e-07	7.98210317287662e-11	3.4884146397036183e-29	1.5832827941503896e-13	8.727870501900163e-18
G000017265.part_1_267	7.0	0.7209275960922241	3.9413658448061994e-10	3.4351842259638943e-06	2.5968361575673393e-12	1.7414556673718047e-16	0.14920417964458466	6.677230885543395e-06	2.787243526258809e-11	0.7209275960922241	3.580808893843823e-08	0.12355701625347137	4.3638123315759e-05	0.005888636223971844	9.441759630577316e-18	0.00034111979766748846	2.7649497496895492e-05
G000153405.part_1_314	8.0	1.0	3.23024692077041e-21	3.230238002729431e-19	4.0187600708608514e-20	1.4049509675799853e-18	4.493984622398586e-21	1.81413033324006e-18	1.2016880774893992e-15	6.694562981225671e-13	1.0	1.1653865806399155e-12	1.9963272354650563e-11	1.915718137890596e-16	4.605189220869663e-22	2.683723043514968e-16	1.4257902192249132e-20
G000318295.part_45_1	6.0	0.999893307685852	3.007991772330243e-11	1.4549525169052112e-15	4.2830457930298493e-11	9.406621037655327e-10	3.860995724525029e-12	3.056535469170285e-09	0.999893307685852	2.4772447548143672e-14	2.004475252448401e-09	6.374283856303009e-08	6.236004423954e-07	0.00010593688784865662	3.54245771605477e-10	1.617655120099426e-12	1.6582420769850614e-08
G000318295.part_85_13	6.0	0.9999997615814209	6.007320292253371e-14	9.086066887773565e-21	1.2465096497652507e-17	8.157153175147869e-09	9.863630623385689e-08	3.7479468417700446e-09	0.9999997615814209	1.0651311098727881e-17	2.0845272175051832e-09	1.2897053217053589e-11	7.343696317718695e-09	1.2672147420289548e-07	5.132580897294382e-15	4.928196590506424e-14	4.789474594701915e-09
G000298475.part_1_95	11.0	0.9999971389770508	3.34498243990608e-13	4.320795457535276e-12	2.5452357235722367e-11	2.520719635627777e-13	1.757205318753119e-11	4.6094734784674074e-07	2.785503454560967e-07	7.571435922670844e-09	1.0211885559385792e-08	5.32537258735033e-09	1.026187561592451e-07	0.9999971389770508	9.707000536707255e-09	1.6777202063167351e-06	3.339491172482667e-07
G000017265.part_2_38	7.0	0.9972020387649536	9.068863715544495e-12	7.75015190912498e-11	2.1051587357206638e-18	1.602084072137194e-16	6.416061637537496e-08	1.5138851949814125e-06	1.4193889661708037e-13	0.9972020387649536	1.9045292010133608e-09	0.0010824436321854591	0.0016948964912444353	1.8707818526308984e-05	3.11307545768167e-14	5.873466296657526e-11	3.456912338606344e-07
G000153405.part_1_136	5.0	0.597032368183136	7.495174619842615e-11	4.0740829376773036e-08	2.2217120942968904e-07	1.966347440429672e-08	5.399929705163231e-06	0.597032368183136	9.723575417064367e-11	3.979678045440416e-11	0.38666006922721863	0.0037666556891053915	0.00017401596414856613	5.29763681811346e-08	1.2945063645020127e-05	0.012158890254795551	0.00018931779777631164
G000008665.part_1_149	13.0	0.999581515789032	5.3870570226877135e-09	2.6127095278938306e-12	2.4789064030639185e-12	7.666159373975745e-11	4.530989272666375e-08	5.686502824175932e-09	6.457872014919985e-10	5.20266274506298e-10	2.4724220448746337e-09	5.149933214251834e-13	5.843164035468362e-05	0.0003600059717427939	2.235683443929659e-10	0.999581515789032	3.959715666468355e-09
G000298475.part_1_40	11.0	0.9983465671539307	9.403343028679956e-07	4.904379680148452e-10	3.133996572434652e-19	1.073222691272413e-10	1.060050544765545e-05	2.9847515570224914e-09	0.0003828123153652996	7.049922032820177e-07	5.422442086455703e-07	3.6257304600439966e-05	0.0012036646949127316	0.9983465671539307	7.640675869780011e-10	9.000238605949562e-06	8.815785804472398e-06
G000153405.part_1_127	8.0	0.9913426637649536	2.245750099758351e-16	3.399497043838527e-18	1.7315030702638734e-12	2.577702591308184e-13	9.012644146613735e-13	9.35626156086701e-15	9.566450930031944e-12	2.089923873427324e-05	0.9913426637649536	0.008636094629764557	3.594095403514075e-07	5.088908461292618e-12	6.5599699842392075e-21	2.696000540869381e-12	3.112281482878232e-13
G000017265.part_1_75	7.0	1.0	8.36066243181824e-25	1.6805829934607962e-14	2.3038724806511872e-29	1.514669791476301e-26	7.002673180905861e-13	1.7703630648588896e-14	1.1058431635244081e-24	1.0	5.77294115482803e-22	2.4910160739688436e-12	4.73752547608397e-12	9.350673881025617e-12	3.91651345560214e-34	7.767201963635166e-18	1.1696781056018473e-19
G000008665.part_1_116	13.0	0.999852180480957	3.4779544695606734e-12	2.1054560750562688e-14	3.3471406883260136e-16	1.9422833133497797e-11	3.465174978553587e-12	2.0277753001035626e-12	2.7971718094977477e-14	4.034858136492403e-07	8.067128914749158e-14	9.388605344551326e-14	1.1289366597111439e-07	0.00014730592374689877	2.711651161859535e-13	0.999852180480957	1.3905379070422441e-08
G000153405.part_1_169	8.0	0.9909405708312988	2.4369049826851552e-21	1.022315620981584e-18	1.0080517421229979e-13	2.301682861639105e-16	7.338763250526112e-14	2.1288098909227377e-20	8.953488924118118e-15	8.196615652877881e-08	0.9909405708312988	0.009059339761734009	1.562097239754534e-12	1.703952191753712e-17	5.013803417799591e-21	2.915928757004887e-19	9.461702789709847e-17
G001606005.part_1_59	1.0	0.9998310804367065	2.3389463109368958e-12	0.9998310804367065	1.0103832511322922e-16	4.430688064638621e-17	0.00016799858713056892	4.655551499865851e-09	4.841599277667683e-20	1.9666474338837162e-23	4.436300733248977e-18	7.711518923425587e-11	1.2298299043641409e-13	7.561650416064436e-13	1.6246523385744988e-16	8.340280714946857e-07	2.112361468807112e-15
G000153405.part_1_178	8.0	0.9953891038894653	1.5062240961818938e-17	6.706544296145901e-15	7.460297354410861e-20	2.7613912663923082e-17	6.002072450161933e-11	7.168431560807018e-18	5.881919257211266e-11	7.196627848315984e-06	0.9953891038894653	0.004578813444823027	2.477471025486011e-05	2.8133444018862974e-08	3.78462018668646e-12	1.0406813605312593e-10	4.762444882899786e-10
G000153405.part_1_217	8.0	0.9999749660491943	6.0439209342232e-23	1.4175230932533614e-23	2.849810191664477e-23	6.521499057951459e-20	1.3048971362882044e-16	7.779380983233484e-20	3.1858952613219487e-15	6.823232613750838e-16	0.9999749660491943	2.500531445548404e-05	8.86877932204655e-11	2.754039617886006e-12	7.649162883095891e-21	1.9863203563715927e-21	1.7575796012672803e-16
G900089075.part_9_56	6.0	0.9988093376159668	3.9329178802560705e-10	1.469869720018425e-15	5.405385763879167e-06	2.082166020045406e-06	2.5117474072855472e-11	2.048796432063682e-06	0.9988093376159668	9.622953545118662e-10	3.1704170400104204e-09	3.0813293583342727e-10	7.670887813837624e-10	3.7561360386462184e-06	0.0011640662560239434	9.172580917038431e-08	1.3165104974177666e-05
G000153405.part_1_206	8.0	0.9997902512550354	2.9230928338733593e-17	9.956118435651244e-15	1.1285940850489298e-13	7.216787626209472e-15	8.365878112872108e-14	4.785583821581563e-13	3.5550216741751794e-13	3.4498771894764246e-11	0.9997902512550354	0.0002096366515615955	1.0208970024905284e-07	7.547748884229044e-12	1.8857184151850614e-13	2.0614521374640038e-13	2.7875732971915923e-11
G000017265.part_1_424	11.0	0.9562865495681763	3.3258947197287116e-18	7.81017750473012e-11	2.224715942337422e-15	3.157585687475197e-21	1.3836704965797253e-05	2.4818243016255792e-09	5.0436960449266385e-19	0.04365396499633789	1.526755314555501e-16	4.5333865273278207e-05	5.476032960416433e-10	0.9562865495681763	2.0870028377880187e-23	3.8580054706471856e-07	1.1306701235003214e-11
G000153405.part_1_248	8.0	0.9999998807907104	4.234879073960503e-24	1.392842129086763e-19	2.971825579794418e-22	2.0807143326642214e-16	7.742478825527711e-16	3.666169180737399e-25	2.6487174931290095e-22	2.0168949843579753e-11	0.9999998807907104	1.7748492098235147e-07	1.6582822892630134e-09	1.7609611486986216e-17	4.847056731479289e-25	9.409966596899705e-27	7.918142764997294e-15
G900089075.part_8_49	14.0	0.6179077625274658	9.914104026620407e-08	1.8872493340635994e-15	7.951135583272873e-11	0.0003887193161062896	1.8302611124454415e-06	2.2843784108772525e-07	0.3798168897628784	1.894433741822521e-11	4.262386994469125e-07	6.262029561554527e-09	5.112397047923878e-07	0.0018833170179277658	1.3250605945813732e-07	5.992298657275796e-09	0.6179077625274658
G000018945.part_1_24	10.0	0.6961133480072021	4.264110592400172e-11	2.7548139811106234e-18	2.687255865736733e-17	1.7389382989119184e-10	9.244428139654204e-13	7.650354655330815e-11	1.2036883457943403e-15	1.0936112258830288e-11	2.2462236335275138e-14	3.511944641348963e-12	0.6961133480072021	0.24064648151397705	3.2894279229367385e-06	1.9385752239031717e-05	0.0632174015045166
G000008665.part_1_89	13.0	0.9999943971633911	3.883018472733424e-12	6.583196976086566e-17	1.2252828959780082e-13	2.5216212798384596e-11	3.410490023725288e-08	2.0974810777119046e-09	1.864369596205062e-11	1.5250623680573838e-11	2.3182614139992397e-13	7.927114537974612e-16	1.3680086397016566e-08	5.592555226030527e-06	1.3601459368517421e-12	0.9999943971633911	5.3970689029014807e-11
G900089075.part_8_16	6.0	0.9998502731323242	8.080114810744832e-13	9.054252810556437e-17	1.3526651993596081e-14	1.1886842798958241e-07	3.159876360570024e-09	1.679133286407175e-12	0.9998502731323242	2.7985830934428154e-16	3.2532055391568115e-13	4.1286882902303104e-14	6.98130518238943e-14	0.00014962509158067405	6.320152734495821e-13	1.249648459391477e-15	1.1334637228799238e-08
G000153405.part_1_120	11.0	0.41459307074546814	1.6046778128497863e-08	4.019549137979084e-09	0.0006651012226939201	4.964650725014508e-05	5.922034915784025e-07	1.5302230167435482e-05	2.1028729690897308e-07	2.6948147933580913e-05	0.008920198306441307	0.2539299428462982	0.3208031952381134	0.41459307074546814	1.8814023860613815e-05	7.487367383873789e-07	0.0009761765250004828
G900089075.part_8_132	6.0	0.8462042212486267	1.3806006791128311e-05	1.4339245069106e-10	0.004565936978906393	0.008658471517264843	1.1601621707768572e-07	0.039489857852458954	0.8462042212486267	1.6484591469634324e-05	3.245980551014327e-08	5.688396527148143e-07	0.01887315884232521	0.07890356332063675	0.00010987753194058314	0.0027895658276975155	0.00037433841498568654
G001606005.part_1_398	1.0	0.9999998807907104	1.5493599716458022e-14	0.9999998807907104	1.1946168880505592e-12	1.261008732620961e-20	7.312237926271337e-08	4.18088758058488e-10	1.8288094965462975e-21	2.8901452303500538e-21	1.6288724981696403e-23	1.6705401168284895e-12	1.6493016262615623e-13	6.538710545234139e-13	7.475167218391209e-20	1.2646936449478563e-13	3.40360859677201e-19
G000153405.part_1_21	8.0	0.9999676942825317	2.2137927377985286e-17	3.788326904507599e-15	1.619876732750214e-10	9.603338090025115e-13	7.499095745419626e-14	1.6365565846943042e-10	1.4366526635001264e-08	3.8828742998653354e-10	0.9999676942825317	2.8699891117867082e-05	3.587033233998227e-06	8.261083483951381e-10	4.105682780091677e-16	4.3076644038093654e-15	1.2108952726864943e-16
G001606005.part_1_389	1.0	0.9999619722366333	2.8684110208593294e-12	0.9999619722366333	9.913500113530848e-19	5.308359202755457e-19	3.805665619438514e-05	9.436504910809163e-10	4.654549277302827e-16	3.1633173334150893e-18	1.82905543737569e-19	1.9191286472312885e-14	2.514907726514082e-10	1.793953458006925e-10	1.7248583390457407e-19	1.4595862712907248e-11	4.713331378608805e-17
G000318295.part_84_10	6.0	0.9999556541442871	2.8272499008608065e-08	1.7736084093923124e-17	2.689420138413806e-13	1.733311592033715e-07	1.2247671410045569e-12	1.4210442600415263e-07	0.9999556541442871	6.266676630742318e-13	4.6947921931299606e-18	1.5008852450801302e-12	1.5284967957995832e-06	4.2166237108176574e-05	4.975188971911848e-08	4.351529119678288e-12	2.3764198431308614e-07
G001606005.part_1_151	1.0	1.0	8.741527874198873e-19	1.0	4.871936714176667e-24	8.476468987641721e-24	2.302687818200866e-09	3.657489079395698e-13	2.028706092622833e-21	2.200889472460071e-20	7.535315688944745e-21	6.420503387440492e-16	6.068020706132687e-14	3.708878690278361e-12	7.590146684163369e-24	5.239253475508576e-12	1.5980470274973866e-19
G000237805.part_1_52	1.0	0.6425451636314392	0.00012319249799475074	0.6425451636314392	6.19066520268774e-10	2.5691919290693477e-05	5.479254468809813e-05	5.170929216546938e-05	1.1993228458961891e-11	0.01524042896926403	2.763308193376446e-10	1.4890003512846306e-05	7.27922742953524e-05	0.0022371183149516582	1.9693117792485282e-05	6.994986324571073e-05	0.3395446240901947
G000017265.part_1_146	7.0	1.0	1.4447068704817206e-19	7.884230318646311e-16	1.0869999816604943e-19	1.7451029383031225e-20	1.6485101284047232e-08	2.124597997532618e-10	2.6765023109783906e-18	1.0	4.408722051861704e-16	3.3612530536686336e-09	7.400675558488778e-12	1.8685643310423217e-10	2.3434609637156945e-27	4.416442558885514e-11	3.754789905510486e-15
G000283915.part_1_83	10.0	0.9997237324714661	2.112110667645386e-16	1.826911365582413e-15	1.8804712453857064e-07	9.292812137573492e-06	8.878715124227554e-11	6.956019404924518e-08	5.192436758338914e-12	5.6209855756605975e-06	3.632893140093074e-06	3.1317615167836266e-08	0.9997237324714661	2.6982746703652083e-08	9.666731304314169e-11	5.801922942083593e-09	0.0002573138626758009
G000318295.part_116_1	6.0	0.9999996423721313	1.2296744907589786e-14	6.387694625019781e-16	2.1578505854987634e-13	2.0481073705492375e-13	3.64211419473493e-15	4.237827807857669e-13	0.9999996423721313	5.57216865642538e-16	1.4896995312665973e-12	1.7387110631469915e-12	6.116018108626164e-11	4.1664850414235843e-07	4.5914135589968596e-17	6.1146671533216276e-18	1.7300976623557673e-11
G000017265.part_1_271	7.0	0.9999878406524658	6.207642667762894e-18	1.2666352341983433e-12	7.720125402250463e-23	3.161572123484528e-23	1.2115188837924507e-05	4.938635278506354e-09	1.3405932139960626e-18	0.9999878406524658	2.124609681029695e-18	8.216568758712128e-09	1.7459559131793867e-08	1.1280706924132744e-10	8.569286558965252e-25	2.645933602427042e-12	2.2957561721071666e-15
G000018945.part_1_61	11.0	0.5436386466026306	7.3336519149092e-15	4.6903527147823885e-18	4.0513920229086416e-20	3.2927745138812067e-15	4.0598538528398287e-13	4.949493031679471e-15	4.50341062012844e-19	1.3894163597427678e-12	6.751023584393001e-16	8.232363506945788e-17	6.83888572439173e-07	0.5436386466026306	1.458212890714794e-13	2.558558298915159e-05	0.45633506774902344
G000318295.part_84_4	6.0	0.9999853372573853	1.6094571855806983e-11	5.227210401722096e-14	1.9236141949067684e-14	2.4163117687270308e-11	2.431733200219943e-13	1.2400071247586908e-10	0.9999853372573853	4.896956375608839e-18	4.3874693917041185e-14	8.849554977707896e-10	3.7098111249633803e-09	1.4665153685200494e-05	9.409993265282676e-14	5.823141077625481e-17	2.4063957423936522e-11
G000153405.part_1_137	8.0	0.9607884287834167	8.344875092628406e-21	5.331385628652187e-14	1.0927526312748577e-14	4.510544281827178e-12	3.824079507913636e-12	8.799516916092566e-17	2.537852913930827e-11	0.00016077692271210253	0.9607884287834167	0.03902077302336693	3.0064868042245507e-05	3.4799021997322654e-10	4.980934471165077e-15	5.993146950933337e-12	3.779990903618469e-11
G900089075.part_9_94	6.0	0.9999498128890991	4.568646322535011e-18	1.84169517971251e-24	2.1230163891497115e-23	2.3103250423872623e-09	7.355320345847627e-12	2.088920725346911e-17	0.9999498128890991	2.437716257842375e-19	5.010742097510956e-05	6.161908548511785e-14	2.4643828644421717e-11	1.6340754527277568e-08	7.744436466899582e-14	2.4965122132655608e-14	9.902887398993698e-10
G000298475.part_1_1	11.0	0.999944806098938	9.150155676554417e-13	3.712633160428934e-14	6.316781733101129e-12	3.7242009199829965e-14	2.52862564220635e-10	9.945790679921629e-08	1.3809349219684464e-09	1.786162770424024e-13	2.841820290200303e-08	5.658545632059031e-09	6.059264023861033e-07	0.999944806098938	1.1698442676788545e-06	9.230030073581474e-10	5.3263178415363654e-05
G000018945.part_1_33	14.0	0.9951145648956299	1.4735740405669162e-09	2.898687564731697e-16	1.545370548108188e-13	7.689476833050435e-10	1.6576475303509142e-08	1.712071728832143e-08	1.8285659653116682e-09	3.2278474598052e-12	4.5772188123072155e-11	4.837047646102932e-13	0.003848877502605319	0.0010362621396780014	1.0600558625339929e-10	1.8357404485414008e-07	0.9951145648956299
G000008665.part_1_220	13.0	0.9999998807907104	7.421790504218151e-13	2.272127976285271e-15	1.3665056499551076e-13	1.889216977302155e-10	8.753375801973107e-11	3.0828048447339995e-10	7.215962549711463e-11	3.2176988937898665e-12	2.1928844441796054e-14	8.495348284706054e-15	2.658809172828569e-08	6.856540579747161e-08	1.386713226886327e-12	0.9999998807907104	1.1152521128821036e-09
G000153405.part_1_304	8.0	0.9993457198143005	1.1169426428748433e-16	1.637382184980547e-16	2.71190079940975e-12	1.2457705223303805e-13	1.7260376613224826e-14	1.0924968612061048e-13	1.0799208749467937e-10	8.404619222801557e-09	0.9993457198143005	0.0006542904302477837	1.0459219268454945e-08	2.3976395979730114e-08	2.214501402619893e-14	1.1400933602686712e-17	2.2466166144633924e-15
G000283915.part_1_7	6.0	0.999494194984436	7.265066704257954e-16	6.450179716143139e-17	1.133447502521534e-10	2.292764747835463e-06	1.1269072480724063e-10	2.1036441921751248e-08	0.999494194984436	1.3467797543853521e-07	1.751785134729289e-06	1.0821751272871438e-09	0.0004981104866601527	3.133005748168216e-07	3.587906707847033e-11	2.346416394516382e-09	3.2577747788309352e-06
G001606005.part_1_48	1.0	0.9998233914375305	3.356601292487521e-13	0.9998233914375305	1.3447111258805048e-18	3.531613504094884e-19	0.0001765777269611135	1.463022758496635e-11	1.4957801137677993e-17	4.214392990319376e-18	9.477081690299402e-19	5.127024152451476e-11	2.6472006010858085e-12	6.85049100779267e-11	1.0138227508373489e-17	1.0308083275845092e-09	2.3188238968157757e-16
G000153405.part_1_211	8.0	0.9562249779701233	4.753607446908448e-13	3.5525678536083016e-13	1.5081325077659358e-10	3.4068941244524975e-12	5.1667826267420836e-11	1.4820588332964402e-12	3.310524299138251e-09	1.4286197824731062e-07	0.9562249779701233	0.04337238520383835	0.0003489856608211994	5.3516847401624545e-05	1.59518179915219e-11	7.446189389907765e-14	2.466336912476663e-09
G900089075.part_9_41	6.0	0.9999986886978149	5.920853051415284e-15	9.243046859204315e-18	2.0904204037974696e-16	6.287902420964997e-10	4.5955303451528096e-10	5.765124349996686e-16	0.9999986886978149	5.3809536579123296e-14	6.681281639053793e-10	5.7765703331824625e-09	7.08365115696663e-13	1.2585079502969165e-06	2.2124577096488986e-18	1.048197032643694e-11	2.1123216023544167e-11
G000318295.part_16_1	6.0	0.9999998807907104	3.354053933013487e-17	3.005873210263121e-20	9.33688284827779e-19	8.469623047064993e-15	3.2164786287214355e-19	6.339584212406921e-15	0.9999998807907104	2.0329514517139192e-21	5.784982410640682e-13	2.361806063222449e-11	1.4081739788986136e-13	1.3206550875111134e-07	1.4695481227841763e-14	1.713886175961137e-18	9.908956251011847e-13
G000318295.part_44_4	6.0	0.999997615814209	4.4238313991050465e-17	2.40962429351422e-15	1.571489359955606e-20	3.837675954798669e-09	2.681052890807223e-08	1.2596706663869917e-11	0.999997615814209	2.1569223025869486e-19	2.9123510108522085e-14	4.640577202022489e-13	4.9625668158137515e-11	2.3270390556717757e-06	4.706051520697585e-11	3.4656585164469096e-19	1.4920307211951922e-09
G000018945.part_1_76	14.0	0.9999144077301025	4.150668350688669e-11	1.0626838133124887e-17	8.086779509919317e-12	3.129275538780313e-13	1.1692858487011293e-11	6.513634770444199e-11	1.2802429506331234e-14	1.1086137975506449e-13	3.495436362230264e-13	4.2254241220758733e-16	2.01479701900098e-06	6.0469279560493305e-05	1.7290602283281942e-09	2.311266325705219e-05	0.9999144077301025
G000017265.part_1_373	7.0	1.0	3.2620870412521367e-19	1.39400661153255e-11	7.091225924857823e-23	1.3321687219616824e-22	2.9758384645361957e-09	4.045509153366433e-12	4.814564430310036e-19	1.0	1.4328462637204466e-19	3.823064087526973e-09	1.7444604649696771e-09	1.131979487922763e-08	5.085189795456086e-28	5.5683180234713386e-14	5.896507101049709e-16
G000018945.part_1_136	14.0	0.9999189376831055	1.9716829080876352e-13	2.1897942016358645e-19	1.0293521569393582e-17	7.808883594701713e-18	1.1198614125319632e-15	5.288695465233846e-18	1.53206799991286e-19	4.1922632722953803e-19	6.630936017691614e-16	2.114822339465887e-21	7.225283837897223e-08	8.050611359067261e-05	1.0936467009781126e-11	4.43435027364103e-07	0.9999189376831055
